장면명,REF 코드,TH 색인,관찰 좌표,등록 시각,마지막 검토,연결 장면,원문 위치,원문 확보,인물,작품명,장면 ID,장면 역할,장면 조건,집필 지시문 없음,집필용 준비,표면 모방 위험,화수
67화 · 3시간 전투의 11명보다 폭동 뒤 5분 손실이 더 컸다고 비교하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81e4a18bd24aa87f99da,리아키스와의 장기 전투 손실보다 보호 대상의 폭동 뒤 짧은 시간 손실이 더 컸음을 비교한다. 보호 계약과 내부 신뢰가 동시에 붕괴한다.,2026년 8월 5일 오전 9:58,2026년 8월 5일,68화 총 사망·직군 분포 / 68화 수호자 공백,"32,370~32,420행",Yes,"비요른 얀델, 미샤 칼스타인, 드자르위 클랜, 비클랜 탐험가들",게임 속 바바리안으로 살아남기,SCENE-191,"대비, 선행",대형 전투 중 보호 대상의 폭동으로 전열 지원과 계약 관계가 무너짐,Yes,대비 포함 준비,높음,67화
68화 · 총 사망 27명과 생존 23명의 직군 분포를 보고해 근접 전사 두 명만 남았음을 확인하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81e4a18bd24aa87f99da,총 사망과 생존 수를 먼저 기록한 뒤 신관·마법사·원거리 지원·근접 전사의 분포를 보고한다. 절반 생존이라는 총계가 기능적으로는 붕괴 상태임을 드러낸다.,2026년 8월 5일 오전 9:58,2026년 8월 5일,67화 폭동 손실 / 68화 수호자 공백,"32,635~32,675행",Yes,"이라즈 맥그레인, 드자르위 클랜 부관과 생존자들",게임 속 바바리안으로 살아남기,SCENE-192,핵심,총원 절반가량이 생존했지만 직군별 손실이 불균형함,Yes,대비 포함 준비,중간,68화
605화 · 군법상 승계와 실제 지휘 가능성의 충돌을 공개 투표로 풀고 새 지휘자가 부사령관을 재임명하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81e4a18bd24aa87f99da,질런은 군법상 차순위 직위를 주장하지만 비요른은 명령 가능성과 실제 공략 행동을 문제 삼는다. 전군 투표 뒤 지휘권을 인수하고 기존 부사령관을 재임명해 권한 구조를 고정한다.,2026년 8월 5일 오전 9:58,2026년 8월 5일,604화 지휘 공백 / 606화 직업별 책임 구조,"292,800~293,015행",Yes,"비요른 얀델, 질런 에보스트, 아멜리아 레인웨일즈, 탐사군 수뇌부와 전 대원",게임 속 바바리안으로 살아남기,SCENE-203,핵심,법적 승계권과 실제 명령·공략 신뢰가 서로 다른 인물에게 있음,Yes,대비 포함 준비,높음,605화
606화 · 모든 실패 책임을 군단장에게 귀속한 뒤 혼합 조를 직업별 총책임자·하위 파트장 구조로 재편하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81e4a18bd24aa87f99da,비요른은 사망·계획 실패의 최종 책임을 군단장에게 둔다. 네 개 혼합 조의 균등성만으로는 명령 귀속이 흐리다고 보고 직업별 총책임자와 연구·조사·전투 등 하위 책임자를 만든다.,2026년 8월 5일 오전 9:58,2026년 8월 5일,605화 지휘권 인수 / 후속 탐사·조사 명령 체계,"293,230~293,330행",Yes,"비요른 얀델, 아루아 레이븐, 미샤 칼스타인, 가휜 베실러스, 탐사군 각 직군",게임 속 바바리안으로 살아남기,SCENE-204,"핵심, 후속",기존 혼합 조는 전력 균형은 있으나 기능별 책임과 명령 귀속점이 불명확함,Yes,대비 포함 준비,높음,606화
558화 · 전투 중 이름·조·소속을 붙여 실시간 전사 보고를 이어가는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81e4a18bd24aa87f99da,불비 속 사망을 숫자로만 처리하지 않고 이름과 조를 즉시 호명한다. 보고는 전열 유지와 생존자 배치 판단을 동시에 위한 작전 정보가 된다.,2026년 8월 5일 오전 9:58,2026년 8월 5일,556~557화 임무 속행 / 558~559화 수호자 기절,"272,540~272,570행",Yes,"비요른 얀델, 제1차 탐사군 각 조원, 엘튼 파시어, 퀼컨 베틀런",게임 속 바바리안으로 살아남기,SCENE-197,핵심,광역 공격으로 전사자가 계속 발생하며 전투 중 실시간 배치 갱신이 필요함,Yes,대비 포함 준비,중간,558화
69화 · 희귀 정수 투자에 소속 편입 조건을 붙였다가 거절돼도 23명 생존을 위해 조건을 철회하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81e4a18bd24aa87f99da,맥그레인은 정수 투자와 클랜 편입을 묶지만 비요른이 거절한다. 협상 우위보다 23명의 생존 책임이 커서 편입 조건을 포기하고 자원을 지급한다.,2026년 8월 5일 오전 9:58,2026년 8월 5일,68~69화 후보 검증 / 탈출 전위 재구성,"32,921~32,967행",Yes,"비요른 얀델, 이라즈 맥그레인, 드자르위 클랜원들",게임 속 바바리안으로 살아남기,SCENE-195,"대비, 후속",희귀 자원의 소유자가 조직 편입을 요구하지만 양측 모두 생존을 위해 거래가 필요함,Yes,대비 포함 준비,높음,69화
559화 · 전투 직후 조장에게 생존자 돌봄을 맡기고 인원 재편을 예고하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81e4a18bd24aa87f99da,사망 보고 뒤 즉시 다음 탐사로 넘어가지 않는다. 각 조장에게 조원 돌봄을 맡기고 손실을 반영한 인원 재편을 공지한다.,2026년 8월 5일 오전 9:58,2026년 8월 5일,559화 손실 총계 / 560화 조별 균형 재배치,"273,125~273,145행",Yes,"제롬 세인트레드, 질런 에보스트, 비요른 얀델, 제1차 탐사군 조장들",게임 속 바바리안으로 살아남기,SCENE-200,후속,대규모 전사·부상 뒤 기존 조 편제를 그대로 유지할 수 없음,Yes,대비 포함 준비,중간,559화
556~557화 · 기존 전사 7명에도 임무를 속행하고 지휘관이 모든 희생 책임을 인수한다고 선언하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81e4a18bd24aa87f99da,1등급 적 가능성과 이미 발생한 전사 7명이 보고되지만 사령관은 왕가 임무를 우선한다. 의견 투표를 거절하고 결정과 결과 책임을 자신에게 귀속한다.,2026년 8월 5일 오전 9:58,2026년 8월 5일,558화 실시간 전사 보고 / 559화 전투 후 손실 총계,"271,700~272,025행",Yes,"제롬 세인트레드, 비요른 얀델, 가휜 베실러스, 질런 에보스트, 탐사군 수뇌부",게임 속 바바리안으로 살아남기,SCENE-196,"대비, 실패",이미 사망자가 발생했고 다음 전투는 더 큰 손실이 예상되지만 임무 중단권이 지휘관에게 있음,Yes,대비 포함 준비,높음,556~557화
558~559화 · 전사자 이름이 누적되는 가운데 중심 수호자가 기절해 전열 공백이 발생하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81e4a18bd24aa87f99da,전투 중 전사 보고가 계속되고 비요른이 기절한다. 이후 마법사·신관·기사 보호선이 무너져 손실 원인을 특정 역할 이탈과 연결할 준비가 된다.,2026년 8월 5일 오전 9:58,2026년 8월 5일,558화 실시간 보고 / 559화 3분간 21명 사망,"272,675~272,865행",Yes,"비요른 얀델, 아이나르, 아루아 레이븐, 제롬 세인트레드, 리트먼 파웰, 마일든 베티모어, 가론 닐그레인, 제1차 탐사군",게임 속 바바리안으로 살아남기,SCENE-198,"선행, 핵심",중심 수호자에게 공격이 집중되고 후방 보호선이 그의 생존에 의존함,Yes,대비 포함 준비,높음,558~559화
604화 · 사령관 사망을 확인하고 조사 권한을 위임하며 수뇌부 회의를 소집하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81e4a18bd24aa87f99da,제롬의 사망으로 지휘 공백이 생긴 직후 비요른은 마법사 조사권을 레이븐에게 위임하고 수뇌부 회의를 준비시킨다. 공백을 방치하지 않고 기능별 임시 권한을 먼저 배분한다.,2026년 8월 5일 오전 9:58,2026년 8월 5일,560화 조별 재편 / 605화 승계 투표,"292,535~292,665행",Yes,"비요른 얀델, 제롬 세인트레드, 아루아 레이븐, 질런 에보스트, 아멜리아 레인웨일즈, 탐사군 대원들",게임 속 바바리안으로 살아남기,SCENE-202,"선행, 핵심",최고 지휘자가 사망하고 탐사·귀환 판단과 현장 조사가 동시에 필요함,Yes,대비 포함 준비,중간,604화
560화 · 누적 전사자 수를 반영해 각 조의 생존 인원을 다시 균형 배치하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81e4a18bd24aa87f99da,도서관 공략 7명과 보스전 손실을 반영해 조별 인원을 다시 맞춘다. 손실 총계가 다음 작전 조직도의 숫자로 직접 들어간다.,2026년 8월 5일 오전 9:58,2026년 8월 5일,559화 재편 예고 / 604~606화 지휘 구조 개편,"273,405~273,425행",Yes,"제롬 세인트레드, 질런 에보스트, 비요른 얀델, 제1차 탐사군 전원",게임 속 바바리안으로 살아남기,SCENE-201,"대비, 후속",연속 전투로 조별 사망률이 달라 기존 균형이 깨짐,Yes,대비 포함 준비,낮음,560화
68화 · 생존자 총수보다 전문 방어 계열과 수호자 포지션 부재를 핵심 공백으로 판정하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81e4a18bd24aa87f99da,근접 전사가 둘 남았어도 검사와 창술사일 뿐 전문 방어 계열이 아니다. 길을 뚫고 전열을 유지할 수호자 한 명의 부재를 절반 이상 사망 가능성으로 연결한다.,2026년 8월 5일 오전 9:58,2026년 8월 5일,68화 직군 분포 / 68~69화 수호자 후보 투자,"32,713~32,735행",Yes,"이라즈 맥그레인, 드자르위 클랜 생존자들",게임 속 바바리안으로 살아남기,SCENE-193,핵심,근접 인원은 남았지만 전문 방어·수호자 역할을 수행할 인물이 없음,Yes,대비 포함 준비,중간,68화
618화 · 관제실 버튼을 먼 화면부터 시험해 기능을 매핑하고 전 레일 정지·직접 수색 계획을 선택하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,비요른과 아멜리아는 동료 화면에서 먼 장치부터 눌러 위험을 제한한다. 레일 정지·재작동·역순·화면 전환 기능을 매핑한 뒤 희생자를 미끼로 쓰는 방법을 거부하고 전 레일 정지·직접 수색을 택한다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,617~618화 관제실 발견 / 618화 공용 지도 배포,"298,331~298,403행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 관제실과 탐사군 생존자들",게임 속 바바리안으로 살아남기,SCENE-217,핵심,관제 장치 기능을 모르며 잘못 누르면 동료에게 치명적일 수 있음,Yes,대비 포함 준비,높음,618화
609~610화 · 화살·무게추 기록구가 충격과 수압으로 파손돼 차세대 기록 장치 요구 사양으로 바뀌는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,상공 드론과 심해 무게추 실험은 영상을 남기지 못하고 기록구를 파손한다. 실패 원인을 낙하 충격·수압·내구도로 분리해 어떤 환경에서도 작동할 차세대 기록구 요구로 남긴다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,608~609화 상공 목격 / 후속 기록 장치 개발 요구,"294,703~294,765행",Yes,"비요른 얀델, 조사단장, 왕실 마법사 조사단",게임 속 바바리안으로 살아남기,SCENE-208,"핵심, 후속",사람이 직접 접근하기 어려운 상공·심해를 기록 장치로 관측하려 함,Yes,대비 포함 준비,높음,609~610화
617화 · 별도 관찰자가 출구·벽 속 홈·열리지 않는 문을 발견하고 과거 카드와 결합하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,아멜리아는 독립 수색에서 출구·빈 홈·비밀문을 발견한다. 비요른이 과거 홈에서 얻은 카드와 정보를 합치자 각자 무의미했던 단서가 열쇠 가설로 연결된다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,617화 숨은 방 가설 / 617~618화 관제실 발견,"298,150~298,221행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 햄식이, 철제 카드",게임 속 바바리안으로 살아남기,SCENE-215,핵심,개별 수색자가 서로 다른 위치에서 홈·카드·비밀문을 발견했지만 용도를 모름,Yes,대비 포함 준비,높음,617화
616~617화 · 한 명씩 구조해 열 명 이상의 최소 병력을 확보한 뒤 수색과 대기를 분업하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,비요른과 레이븐은 레일 앞을 지키며 동료를 한 명씩 깨우고 기억 편차를 기록한다. 열 명 이상을 확보한 뒤 현장 구조·주변 조사·본격 수색을 분업한다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,616화 현장 대기 / 617화 지도 제작 전환,"297,760~297,931행",Yes,"비요른 얀델, 아루아 레이븐, 멜란드 카이슬란, 구조된 탐사군 대원들",게임 속 바바리안으로 살아남기,SCENE-212,"핵심, 후속",구조자는 둘뿐이고 남은 인원 위치를 모르며 레일로 한 명씩 도착함,Yes,대비 포함 준비,높음,616~617화
617~618화 · 이음새·홈·카드를 결합해 비밀 통로와 관제실을 발견하고 문 없는 대기실 구조를 확인하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,지도상 평범했던 벽의 미세 이음새와 카드 홈을 다시 본다. 카드를 넣어 관제실을 열고 스크린을 통해 동료가 갇힌 방에 문이 없고 레일 순서로만 접근 가능함을 확인한다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,617화 별도 관찰 단서 / 618화 버튼 기능 매핑,"298,225~298,327행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 실종된 탐사군 대원들",게임 속 바바리안으로 살아남기,SCENE-216,"핵심, 후속",완성 지도에도 없는 목표와 별도 관찰자의 이음새·홈·카드 단서가 있음,Yes,대비 포함 준비,높음,617~618화
604화 · 공략 성공을 포장하지 않고 실패를 선언하며 놓친 정신 오염 징후와 회복 자원 배분을 복기하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,비요른은 특수 보상을 얻었어도 정석 공략과 생환에 실패했다고 선언한다. 대주교의 이상 반응과 정신 오염 완화 꽃을 놓친 판단을 다음 진입 조건으로 남긴다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,608화 심해 탐사 실패 / 614화 탐사 과잉 반례,"292,327~292,505행",Yes,"비요른 얀델, 대주교, 촌장, 아루아 레이븐과 동료들",게임 속 바바리안으로 살아남기,SCENE-205,"선행, 핵심",특수 보상과 출구는 얻었지만 동료 역할이 붕괴하고 정석 공략은 달성하지 못함,Yes,대비 포함 준비,높음,604화
608~609화 · 상공 탐사 실패 뒤 도달 높이·돌풍·복수 목격·흐릿한 기록을 추가하고 자율 조사 권한을 주는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,200m부터 돌풍으로 상승이 막힌다는 한계를 기록한다. 한 명의 목격을 휴식 뒤 재시험해 두 번째 목격과 흐릿한 영상까지 얻고 조사단장에게 자율 실험 권한을 준다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,608화 심해 탐사 / 609~610화 기록구 파손,"294,509~294,619행",Yes,"비요른 얀델, 아루아 레이븐, 조사단장, 왕실 마법사 조사단",게임 속 바바리안으로 살아남기,SCENE-207,핵심,상공 돌풍으로 직접 도달은 실패했지만 단일 목격 증언이 남음,Yes,대비 포함 준비,높음,608~609화
616화 · 레일 파괴가 자동 수리로 무력화되자 수리 시간 관측과 현장 대기 구조로 계획을 바꾸는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,비요른은 추가 희생을 막으려 레일을 부수지만 드론이 자동 수리한다. 반복 파괴 대신 수리 시간을 관찰하고 레이븐이 현장에 남아 순차 구조하는 계획으로 전환한다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,616화 첫 구조 / 616~617화 최소 병력 확보,"297,600~297,755행",Yes,"비요른 얀델, 아루아 레이븐, 자동 수리 드론과 레일",게임 속 바바리안으로 살아남기,SCENE-211,"대비, 핵심",자동 레일이 희생자를 운반하지만 물리 파괴 뒤 곧 복구됨,Yes,대비 포함 준비,높음,616화
617화 · 지도 100% 완성에도 목표가 없자 지도 모델의 전제를 폐기하고 숨은 방 가설로 전환하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,비요른은 건물 지도를 완성했지만 감옥을 찾지 못한다. 실패를 목표 부재로 해석하지 않고 현 지도에 잡히지 않는 숨은 층·방이 있다는 증거로 바꾼다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,617화 지도 제작 / 617화 별도 관찰 단서,"297,995~298,039행",Yes,"비요른 얀델, 햄식이, 실종된 탐사군 대원들",게임 속 바바리안으로 살아남기,SCENE-214,"핵심, 후속",건물의 가시적 공간을 모두 지도화했지만 목표 공간이 없음,Yes,대비 포함 준비,중간,617화
614화 · 대기 약속을 무시하고 위험한 실험실에 들어가 장기간 의식을 잃는 탐사 과잉 반례 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,비요른은 잠깐 확인하고 나오겠다는 약속을 어기고 숨은 실험실 깊숙이 들어간다. 정체불명 장치를 건드린 뒤 열흘 넘게 의식을 잃어 동료 구조와 지휘 공백을 만든다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,604화 실패 인정 / 616화 첫 구조,"296,555~296,880행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 햄식이, 기록보관소의 장치",게임 속 바바리안으로 살아남기,SCENE-209,"대비, 실패",새 공간과 장치를 발견했지만 위험 평가와 대기 약속을 지키지 않음,Yes,대비 포함 준비,높음,614화
608화 · 심해 탐사에서 도달 한계만 확인하고 같은 방식의 2차 시도를 중단하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,닻이 닿지 않자 특수 인원을 잠수시키지만 산소 한계까지 내려가도 바닥을 찾지 못한다. 새 관측이나 장비 없이 같은 잠수를 반복하지 않고 상공 탐사로 전환한다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,604화 실패 복기 / 608~609화 상공 탐사,"294,430~294,487행",Yes,"비요른 얀델, 질런 에보스트, 조사단장과 마법사 조사단",게임 속 바바리안으로 살아남기,SCENE-206,핵심,수심과 바닥 위치를 모르며 현재 산소·잠수 능력으로 도달 한계를 확인할 수 있음,Yes,대비 포함 준비,중간,608화
620화 · 공용 지도와 레일 역주행으로 숨은 대기실을 찾아 동료를 구출하고 변환 후유증을 확인하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,탐사대는 갱신 지도와 정지된 레일을 따라 숨은 대기실을 발견한다. 동료를 깨운 뒤 일부에게 능력 이상이 생겼음을 확인해 구조 성공에도 후유증 장부를 남긴다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,618화 지도 복사본 배포 / 후속 구조 후유증 조사,"299,095~299,145행",Yes,"비요른 얀델, 아루아 레이븐, 아멜리아 레인웨일즈, 미샤 칼스타인, 아이나르, 탐사군 대원들",게임 속 바바리안으로 살아남기,SCENE-218,"핵심, 후속",관제권·정지 레일·공용 지도를 확보했지만 목표 대기실은 숨겨져 있음,Yes,대비 포함 준비,높음,620화
617화 · 레일 역추적이 분기 폭증으로 비효율적임을 확인하고 건물 지도 제작으로 전환하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,수백 개 레일을 역주행하려 하지만 하나가 수십 갈래로 나뉘는 것을 보고 방법을 포기한다. 지하 공장부터 층별로 건물 전체 지도를 만드는 탐색으로 전환한다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,616~617화 최소 병력 / 617화 지도 100% 실패,"297,940~298,027행",Yes,"비요른 얀델, 아루아 레이븐, 멜란드 카이슬란, 햄식이",게임 속 바바리안으로 살아남기,SCENE-213,핵심,목표가 레일 어딘가에 있지만 분기 수가 폭발적으로 증가함,Yes,대비 포함 준비,중간,617화
616화 · 정신 지배 상태의 동료를 레일에서 한 명 구출해 사고 구조와 구출 조건을 처음 확인하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819d958ad97fbc196994,비요른은 마석 변환 장치로 향하는 레이븐을 레일에서 끌어내리고 충격·물·대화로 깨운다. 한 명의 구조를 통해 정신 지배·순차 이송·구출 가능성을 처음 확보한다.,2026년 8월 5일 오전 10:05,2026년 8월 5일,614화 탐사 과잉 / 616화 레일 파괴 실패,"297,400~297,559행",Yes,"비요른 얀델, 아루아 레이븐, 햄식이, 자동 레일·변환 장치",게임 속 바바리안으로 살아남기,SCENE-210,핵심,동료가 정신 지배 상태로 변환 장치에 순차 이송되고 있음,Yes,대비 포함 준비,높음,616화
312화 · 사망 후 미정산 전리품을 기존 5등분 규칙으로 처리하고 유산 비율을 별도 안건으로 여는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81959914c903d52e51e2,비요른이 사망한 것으로 여겨진 뒤 동료들은 마지막 탐사 전리품을 생전의 5등분 규칙대로 정산한다. 유산은 별도 문서와 비율을 검토하는 다른 안건으로 연다.,2026년 8월 5일 오전 10:12,2026년 8월 5일,173화 균등 분배 / 312화 유산 20%씩,"154,289~154,365행",Yes,"아루아 레이븐, 아이나르, 아브만 우리크프리트, 미샤 칼스타인, 에르웬 포르나치 디 테르시아, 비요른 얀델",게임 속 바바리안으로 살아남기,SCENE-227,"대비, 선행",리더가 부재한 상태에서 생전 파티 전리품과 개인 재산을 각각 정산해야 함,Yes,대비 포함 준비,중간,312화
17화 · 공동 전리품 절반값 제안을 거부하고 약속된 9:1 비율로 부족분을 실제 정산하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81959914c903d52e51e2,에르웬의 언니는 공동 정수의 절반값을 제시하지만 비요른은 임시 계약의 9:1 비율을 근거로 부족한 28만 스톤을 요구하고 실제로 받는다.,2026년 8월 5일 오전 10:12,2026년 8월 5일,10화 임시 계약 / 17화 다른 전리품 선제 정산,"7,721~7,747행",Yes,"비요른 얀델, 에르웬 포르나치 디 테르시아, 에르웬의 언니",게임 속 바바리안으로 살아남기,SCENE-221,"핵심, 후속",동행 종료 뒤 가족이 공동 전리품의 절반값만 지급하려 하고 기존 계약 비율은 9:1임,Yes,대비 포함 준비,중간,17화
159화 · 30% 요구를 현재 팀 수준과 비교하고 성장 뒤 재협상 조건으로 전환하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81959914c903d52e51e2,비요른은 마법사의 통상 대우를 인정하면서도 팀이 일방적으로 도움받는 구조가 아니라고 반박한다. 약한 구성원이 한 사람 몫을 하게 되면 비율을 다시 정한다는 조건을 받아들인다.,2026년 8월 5일 오전 10:12,2026년 8월 5일,159화 노동 가격화 / 173화 성장 후 인상 재사용,"76,717~76,765행",Yes,"비요른 얀델, 아루아 레이븐, 미샤 칼스타인, 아이나르, 아브만 우리크프리트",게임 속 바바리안으로 살아남기,SCENE-224,핵심,현재 구성원 기여가 불균등하지만 약한 구성원의 가까운 성장 가능성이 높음,Yes,대비 포함 준비,중간,159화
17화 · 공동 정수의 절반값 제안 앞에서 장기 동행 약속과 미래 5:5 계약을 별도로 제안하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81959914c903d52e51e2,"비요른은 정수 대가로 원하는 정수를 얻을 때까지 돕는 약속을 제안하지만, 그 이후 장기 파티는 강제 약속 없이 5:5로 하겠다고 분리한다.",2026년 8월 5일 오전 10:12,2026년 8월 5일,10화 9:1 임시 계약 / 17화 9:1 실제 정산,"7,661~7,697행",Yes,"비요른 얀델, 에르웬 포르나치 디 테르시아, 에르웬의 언니",게임 속 바바리안으로 살아남기,SCENE-220,"대비, 핵심",임시 계약은 끝났고 공동 획득 정수·후속 동행·장기 파티 의사를 따로 정해야 함,Yes,대비 포함 준비,높음,17화
17화 · 당사자가 다른 전리품까지 9:1로 선제 정산해 임시 계약을 종료하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81959914c903d52e51e2,에르웬은 비요른이 묻기 전에 마석·장비와 배낭을 정리하고 약속한 9:1 몫을 계산해 건넨다. 구조 은혜와 전리품 계약은 별도 안건으로 남긴다.,2026년 8월 5일 오전 10:12,2026년 8월 5일,17화 9:1 정수 정산 / 후속 은혜 보답 협상,"7,819~7,845행",Yes,"비요른 얀델, 에르웬 포르나치 디 테르시아",게임 속 바바리안으로 살아남기,SCENE-222,후속,임시 파티가 종료됐고 여러 전리품·구조 은혜·후속 관계를 분리해 정리해야 함,Yes,대비 포함 준비,중간,17화
173화 · 일반 몫을 받아도 정수 내부 매입 비용 때문에 개인 채무가 늘어나는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81959914c903d52e51e2,정수를 흡수한 미샤는 일반 전리품 몫을 받지만 파티 공동 자산에서 정수 값을 사야 해 받은 돈보다 큰 비용을 부담한다. 숫자상 몫과 실제 순자산이 분리된다.,2026년 8월 5일 오전 10:12,2026년 8월 5일,159화 특수 전리품 계약 / 173화 성장 후 20% 인상 재사용,"83,337~83,383행",Yes,"비요른 얀델, 미샤 칼스타인, 아루아 레이븐, 아이나르, 아브만 우리크프리트",게임 속 바바리안으로 살아남기,SCENE-226,"대비, 실패",공동 획득한 고가 정수를 한 구성원이 직접 흡수했고 내부 매입 비용을 정산해야 함,Yes,대비 포함 준비,중간,173화
159화 · 일반 전리품 비율과 마법 특수 전리품 가산을 분리해 최종 파티 계약을 확정하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81959914c903d52e51e2,일반 전리품은 20·20·15·20·25로 정하고 마법으로 얻은 특수 전리품은 레이븐에게 40%를 준다. 약탈자 전리품은 별도 균등 분배로 분리한다.,2026년 8월 5일 오전 10:12,2026년 8월 5일,159화 재협상 조건 / 173화 내부 매입 채무,"76,765~76,805행",Yes,"비요른 얀델, 미샤 칼스타인, 아이나르, 아루아 레이븐, 아브만 우리크프리트",게임 속 바바리안으로 살아남기,SCENE-225,"핵심, 후속",일반 전투 기여와 특정 직업만 가능한 채취·보존 노동의 가치가 다름,Yes,대비 포함 준비,중간,159화
312화 · 유산을 다섯 동료에게 20%씩 지정해 친밀도 우대보다 공동체 잔존을 선택하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81959914c903d52e51e2,동료들은 특정 가까운 인물이 대부분을 받을 것으로 예상하지만 유서에는 다섯 명 모두 20%가 적혀 있다. 사후 서운함을 줄이고 서로 돌보게 하려는 선택으로 해석한다.,2026년 8월 5일 오전 10:12,2026년 8월 5일,312화 생전 전리품 정산 / 타 클랜 고정 등급 대비,"154,363~154,405행",Yes,"비요른 얀델, 아루아 레이븐, 아이나르, 아브만 우리크프리트, 미샤 칼스타인, 에르웬 포르나치 디 테르시아",게임 속 바바리안으로 살아남기,SCENE-228,"핵심, 후속",사망자의 동료별 친밀도와 생활 관계가 달라 차등 유산을 예상할 수 있음,Yes,대비 포함 준비,중간,312화
10화 · 추격 위험과 전투 능력을 계산해 미궁 종료 시점까지 9:1 임시 동료 계약을 맺는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81959914c903d52e51e2,"비요른은 에르웬을 도울 리스크와 활·정령술·기감의 가치를 확인한 뒤, 미궁 탈출까지 보호와 전투를 교환하는 9:1 임시 계약을 제안한다.",2026년 8월 5일 오전 10:12,2026년 8월 5일,17화 약속 비율 정산 / 17화 미래 5:5 제안,"4,143~4,197행",Yes,"비요른 얀델, 에르웬 포르나치 디 테르시아, 수정 연합 추격자들",게임 속 바바리안으로 살아남기,SCENE-219,"선행, 핵심",신입은 추격·부상으로 선택지가 좁고 중심 인물은 보호·정보·전투력을 제공할 수 있음,Yes,대비 포함 준비,높음,10화
313화 · 한 사람 몫을 하는 몰이꾼이 자기 몫 없이 노동하고 가족 보호를 대가로 삼는 무배당 반례 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81959914c903d52e51e2,라우라는 정수 네 개를 먹고 한 사람 몫을 하지만 몰이꾼이라 전리품 정산 권리가 없다. 자기 노동 몫 대신 동생을 안전하게 다뤄 달라는 보호 교환에 사용한다.,2026년 8월 5일 오전 10:12,2026년 8월 5일,312화 고정 등급 분배 / 정식 파티 성장 후 인상 대비,"155,015~155,099행",Yes,"비요른 얀델, 라우라 레인웨일즈, 아멜리아 레인웨일즈, 펠릭 바커 클랜 팀장들",게임 속 바바리안으로 살아남기,SCENE-230,"대비, 실패",구성원이 실제 한 사람 몫을 하지만 조직 내 노동 신분 때문에 정산 청구권이 없음,Yes,대비 포함 준비,높음,313화
